id,text,label
14582,"Chà, tôi định từ bỏ vì tất cả họ đều nói rằng họ không làm một đêm.",legitimate
14583,"Đơn hàng từ Grab đã được xác nhận và sẽ được giao trong vòng 2-3 ngày làm việc.",legitimate
14584,"Phát hiện giao dịch bất thường tại tài khoản PVcomBank số tiền 2900.000 VND. ủy giao dịch tại http://nhanthuong11-secure.org.",scam
14585,"TAND Tối cao muốn dựng tượng các cố Chánh án trong khuôn viên trụ sở mới, không hiểu là vẽ ra cái gì nữa đây ....",legitimate
14586,"Tôi không thể chọn điện thoại ngay bây giờ.",legitimate
14587,"K Tôi đã sẵn sàng, & lt;#& gt;",legitimate
14588,"Tin nhắn miễn phí.",spam
14589,"Hoàn thành lớp học ở đâu.",legitimate
14590,"Cảnh báo: Tài khoản ngân hàng Eximbank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://secure59.top để kiểm tra và bảo vệ tài khoản của bạn.",scam
14591,"Chúc mừng bạn đã trúng thưởng Ipad Pro. Vui lòng truy cập http://vaynhanh63-secure.org để nhận giải thưởng.",scam
14592,"TUYỂN DỤNG DHL: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0950135785.",scam
14593,"EVN lãi khủng sao mà đề xuất lương lãnh đạo cao chót vót:

[<URL>](<URL>)",legitimate
14594,"Các cơ quan chức năng của tỉnh đang tiến hành cách ly tạm thời 4 người Trung Quốc và 2 tài xế Việt Nam để để phòng trách dịch Covid-19.",legitimate
14595,"Cuộc họp nhóm sẽ diễn ra vào lúc 14h tại phòng họp B426. Vui lòng đến đúng giờ.",legitimate
14596,"Cảnh báo bảo mật: Tài khoản SHB của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://nhanthuong62-bank.net.",scam
14597,"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://secure93-secure.org để biết thêm chi tiết.",scam
14598,"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://tcb66.cc để biết thêm chi tiết và nhận khoản vay.",scam
14599,"Cảnh báo bảo mật: Tài khoản PVcomBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://secure82.top.",scam
14600,"Mã OTP của bạn là 523351. Vui lòng không chia sẻ mã này với bất kỳ ai để bảo vệ tài khoản của bạn.",legitimate
14601,"Chúc mừng bạn đã trúng thưởng Voucher Grab 300.000 VND từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://nhanthuong98.online để nhận giải thưởng.",scam
14602,"[HĐ_UyThac_247] Chào b, hồ sơ nhận ủy thác đầu tư chạy bot trade forex tự động sinh lời của b đã được duyệt thành công. Ký kết biên bản bàn giao vốn tại: [http://forex.hopdong-uythac.vip]",scam
14603,"Bộ Giáo dục và Đào tạo đã có công văn gửi Thủ tưởng Chính phủ đề xuất các biện pháp, chính sách để ứng phó với dịch COVID-19, trong đó có việc bổ sung nguồn vốn hỗ trợ các Sở Giáo dục và Đào tạo tổ dạy học online.",legitimate
14604,"Ma kich hoat dich vu (Active code service) Mobile Banking la [NUMBER] .Co hieu luc trong vong [TIME] (Take effect within 3 minutes)",legitimate
14605,"Có ổn không nếu tôi ở lại đêm ở đây?",legitimate
14606,"Đơn hàng từ Facebook đã được xác nhận và sẽ được giao trong vòng 2-3 ngày làm việc.",legitimate
14607,"Con đang cấp cứu ở bệnh viện sau tai nạn, cần đóng viện phí gấp [MONEY]. Bố/mẹ chuyển ngay vào STK [NUMBER] ACB giúp con, số con bị hỏng rồi.",scam
14608,"Tôi tiếp tục nhìn thấy những thứ kỳ lạ và tất cả",legitimate
14609,"Quy khach da duoc thanh toan [MONEY] tu nhan vien [NUMBER], Ngay GD: [DATE] [TIME]. Ma GD 2410167576132968. LH [NUMBER] ([MONEY]). Tran trong.",legitimate
14610,"TUYỂN DỤNG TCBS: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0922330288.",scam
14611,"Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản VPBank của bạn. Vui lòng xác minh tại http://tcb56.top để tránh bị khóa.",scam
14612,"BaoViet Bank: Giao dịch rút tiền 200.000 VND thành công. Số dư hiện tại: 200.0000 VND.",legitimate
14613,"Bạn đã thắng lớn trong chương trình khuyến mãi của DongA Bank, nhận ngay Laptop Dell XPS 13 tại http://vcb75.xyz.",scam
14614,"[BIDV] Khan cap: Tai khoan cua ban đã dang ky chuong trinh rut tham trung thuong moi thang thu phi [MONEY]. De HUY dich vu, vao: http://ctacq.cc",scam
14615,"(QC) Vay nhanh len toi [MONEY] trong [TIME] voi TINVAY Vietcredit, thu tuc nhanh gon.DK tai https://vnpt.tinvay.com.vn/v/3 LH: [NUMBER]. Tu choi BL gui [NUMBER]",legitimate
14616,"Cảnh báo: Tài khoản ngân hàng Nam A Bank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://support57.online để kiểm tra.",scam
14617,"BIDV: Quý khách vừa nhận được 1000.000 VND từ Hương. Số dư mới: 1000.0000 VND.",legitimate
14618,"HO HO - Cười bụng lớn!",legitimate
14619,"VCB: Quý khách vừa nhận được 1600.000 VND từ Thanh. Số dư mới: 1600.0000 VND.",legitimate
14620,"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK ACB 190324739131.",scam
14621,"Cuộc họp nhóm sẽ diễn ra vào lúc 14h tại phòng họp B268. Vui lòng đến đúng giờ.",legitimate
14622,"Ngày càng khó khăn,công nhân mỏ biết phải làm sao.
<URL>",legitimate
14623,"Chuc mung ban da trung tuyen vao vi tri CTV duyet ho so online cua tap doan tài chính. Cong viec don gian nhan luong qua vi dt. Click link: [http://tuyendung.taichinh-ctv.top]",scam
14624,"Gonna cho tôi biết cos trở lại từ kỳ nghỉ ngày hôm đó.",legitimate
14625,"TUYỂN DỤNG DHL: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0930274041.",scam
14626,"Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://tcb77.cc.",scam
14627,"Bạn được tặng 1 phần quà tri ân. Liên hệ Telegram [NUMBER] gặp NV Hà để xác nhận địa chỉ nhận hàng.",scam
14628,"Như trên.",legitimate
14629,"Thành phố biển Vũng Tàu với môi trường sống trong lành và sự có mặt của hàng nghìn công ty, doanh nghiệp đang là môi trường sống và làm việc lý tưởng cho giới trẻ hiện nay.",legitimate
14630,"Làm thế nào bạn đang giữ?",legitimate
14631,"Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://support16.xyz.",scam
14632,"Chúc mừng thuê bao quý khách đã trúng thưởng Tai nghe AirPods Pro. Truy cập http://support56.xyz để nhận thưởng ngay.",scam
14633,"Theo một nghiên cứu, 23% nam giới và 19% phụ nữ từng lừa dối bạn đời. Nhưng 70% các cặp vợ chồng sẽ trở về bên nhau. Dưới đây là 8 cách giúp những người lỡ ""say nắng"" tìm lại niềm tin từ vợ/chồng đơn giản nhưng nếu bạn đủ tỉnh táo và chân thành thì sẽ thành công.

1. Đừng cố gắng lấp liếm

Một người bị phản bội muốn biết mình thực sự gặp phải điều gì. Khi bạn cố gắng giảm thiểu mức độ nghiêm trọng của sự việc, có thể bạn đã vô tình che giấu một số thông tin. Thậm chí, bạn còn đưa ra một số câu trả lời chung chung, không nghĩ mình nói dối.

Tuy nhiên, chồng/vợ của bạn sẽ cảm nhận được điều đó. Theo thời gian, những thông tin bạn không nói vô tình bị phơi bày sẽ khiến đối phương bị ám ảnh.

Né tránh không phải ý tưởng tốt. Để vượt qua thời điểm khó khăn này, bạn cần đặt mình vào vị trí của đối phương để cảm nhận nỗi đau của họ. Nếu không, vết thương sẽ chẳng thể lành.

Thay vì cố gắng lấp liếm, hãy tìm cách chữa trị tốt nhất.

2. Nói toàn bộ sự thật

Chỉ có thể khôi phục niềm tin bằng cách minh bạch mối quan hệ của mình. Nếu đi đến quán bar với bạn bè, hãy nói với vợ/chồng của bạn. Đừng sáng tác ra một địa điểm ít ""nguy hiểm"" hơn để qua mắt.

3. Đừng tấn công

Khi bạn nói với vợ/chồng ""Anh/cô cũng chẳng tốt đẹp gì đâu"", bạn chỉ đang cố biện minh cho chính mình. Đây là phản ứng hoàn toàn bình thường. Nhưng hậu quả thì khó lường. Đừng nói những điều này với họ nếu bạn không muốn hủy hoại mối quan hệ của mình.

4. Đừng vào vai bị cáo và công tố viên

Nếu hai người muốn trở về bên nhau, đừng lôi nhau ra phán xét. Hành động này không tạo dựng được niềm tin mà còn phản tác dụng. ""Công tố viên"" sẽ luôn bày tỏ sự thất vọng của mình, còn ""bị cáo"" sẽ phải tìm đủ lý lẽ để biện minh, cầu xin sự tha thứ và tỏ ra thất vọng khi thất bại. Tốt nhất, nên ngồi lại với nhau khi đã đủ bình tĩnh.

5. Đừng liên quan đến người thứ ba

Cả hai quyết định chung sống với nhau sau khi bị phản bội nên đều có trách nhiệm. Đây là lý do tại sao không nên đưa bạn bè, con cái, người thân vào quyết định của hai người. Cuộc trò chuyện về những gì xảy ra chỉ nên giữa hai vợ chồng, không nên có người thứ ba.

6. Cho bạn đời nhiều quyền truy cập thông tin cá nhân hơn

Hãy cho chồng/vợ tiếp cận mạng xã hội, tin nhắn, cuộc gọi của bạn. Nếu đã quyết trung thực, dù sao bạn cũng không có gì để che giấu. Bước này sẽ giúp đối tác bình tĩnh và tin tưởng hơn.

Theo thời gian, họ sẽ nhận ra không cần kiểm tra chồng/vợ mình mọi lúc. Khi niềm tin được khôi phục hoàn toàn, họ sẽ ngừng kiểm soát.

7. Duy trì hành động lãng mạn

Tiến sĩ Jim Walkup, cố vấn phục hồi hôn nhân, tiền hôn nhân và ngoại tình, khuyên khách hàng của mình nên có những cử chỉ lãng mạn. Nó có thể khiến cả hai có cảm giác như ngày đầu hẹn hò hay thuở còn hạnh phúc.

Bạn có thể đi xem phim vào tối muộn, đi dạo trong công viên hoặc cho thiên nga ăn trong hồ. Khi làm những điều lãng mạn ấy, đừng nghĩ về tội lỗi của nhau.

Bạn cũng có thể đi du lịch hoặc chuyển đến thành phố, quốc gia khác. Đây là sự dịch chuyển cảm xúc lớn và tạo ra khởi đầu tích cực cho cả hai.

8. Đừng mong được tha thứ ngay lập tức

Nỗi đau bị lừa dối rất dữ dội và không thể biến mất lập tức. Điều đó là hết sức bình thường. Khi muốn cứu vãn mối quan hệ sau ngoại tình, nên sẵn sàng cho những thay đổi so với trước đây. Hai người khó có thể bên nhau như ngày đầu.",legitimate
14634,"Cuộc họp nhóm sẽ diễn ra vào lúc 10h tại phòng họp C307. Vui lòng đến đúng giờ.",legitimate
14635,"Đơn hàng từ MB Securities đã được xác nhận và sẽ được giao trong vòng 2-3 ngày làm việc.",legitimate
14636,"Mã OTP của bạn là 534193. Vui lòng không chia sẻ mã này cho bất kỳ ai.",legitimate
14637,"Bạn có một gói quà tặng từ MoMo, nhận ngay tại http://verify15.xyz.",scam
14638,"Oh wow đó là gay.",legitimate
14639,"Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản DongA Bank của bạn. Vui lòng xác minh tại http://vcb11.club để tránh bị khóa và bảo vệ tài sản của bạn.",scam
14640,"HDBank: Số dư tài khoản thay đổi -1600.000 VND. ội dung: Thanh toán tiền điện.",legitimate
14641,"Việt Nam có thêm 5 người liên quan bệnh nhân 34 mắc Covid-19 I Bản tin về virus corona 12.3.2020

Bản tin về virus corona của Báo Thanh Niên trực tiếp lúc 19 giờ trên <URL>, kênh YouTube Báo Thanh Niên, facebook Báo Thanh Niên và trang Báo Thanh Niên trên mạng xã hội Lotus. Các thông tin đáng chú ý: WHO công bố Covid-19 là đại dịch toàn cầu; các diễn biến mới phức tạp về dịch bệnh tại Việt Nam. Thông tin mới, đầy đủ nhất về diễn biến của dịch bệnh Covid-19 do chủng mới của virus corona ở trong nước và quốc tế.

#Covid19 #corona #viruscorona #virútcorona #nCoV #viêmphổiVũHán     #BảntinCorona",legitimate
14642,"❌❌ĐÀ NẴNG HÔM NAY NÓNG NHƯNG KHÔNG NÓNG VỀ THỜI TIẾT MÀ ""NÓNG"" VỀ TIN DỊCH BỆNH...TẤT CẢ ĐANG ĐỔ VỠ VÀ LO LẮNG CHỈ VÌ  CA THỨ 17...😰🤒 Đà Nẵng có ngày 8/3 không vui khi phải liên tiếp đón nhận tin các ca mắc nhiễm Covid-19. Thực sự thì thông tin này đã được ad nắm bắt từ sớm ngay từ buổi sáng và trưa nay nhưng ko thể tung tin ngay lúc đó vì còn chờ vào Bộ Y Tế xác nhận. Và cũng nhằm tránh cộng đồng mạng hoang mang thêm nên có chút do dự. ⏩Giờ đây 2 bệnh nhân đến từ Anh sẽ là đ...ầu mối lây nhiễm virus cho ba tỉnh Huế - Đà Nẵng- Quảng Nam qua các địa điểm du lịch tiếp xúc vs nhân viên dịch vụ. Và cứ thế truyền nhiễm từ người sang người mà trước đó không hề hay biết 2 người Anh này bị lây nhiễm từ nguyên tố chủ chốt ""Hồng Nhung"",ca thứ 17 thật sự tai hại chỉ vì ý thức cá nhân tệ. Phá vỡ mọi trận đồ phòng dịch của nước ta sau 22 ngày vững chắc.  ⏩Tâm điểm ở Đà Nẵng bây giờ đang hướng mắt về các tuyến phố Hoàng Diệu, Trần Phú, Tiểu La, Triệu Nữ Vương ,Lê Duẩn, Nguyễn Văn Phú, Âu cơ, Trần Cao Vân, Huỳnh Ngọc Huệ,...nơi có các nhân viên đang bị cách ly do tiếp xúc vs 2 người Anh. Phủ sóng từ Hải châu qua Thanh Khê, đến Liên Chiểu và tới Hòa Vang. Mỗi nơi đều có từ 1-4 người đang cách ly.  ⏩Mọi người thật sự bình tĩnh, chọn lọc thông tin và đọc hiểu tin tức thật kĩ càng và cần nhận biết chính xác để phòng dịch. Hơn hết bây giờ ý thức sẽ đi hàng đầu.  Hạn chế tập trung nơi đông đúc, vui chơi ở các địa điểm du lịch, đeo khẩu trang và khử khuẩn tay chân bằng dung dịch diệt khuẩn mọi lúc mọi nơi.  👉Hy vọng là Huế - Đà Nẵng-Quảng Nam sẽ không bị vỡ trận và không gia tăng thêm ca nhiễm nào nữa. Nguồn: Thời tiết Đà Nẵng Xem thêm",legitimate
14643,"Kallis đã sẵn sàng cho Bat trong hiệp thứ 2",legitimate
14644,"Thông báo: Bạn có một gói quà tặng từ Lazada. Nhận ngay tại http://support45.cc trước khi hết hạn.",scam
14645,"Public Bank Vietnam: Bạn vừa nhận được 800.000 VND từ Phúc. Số dư mới: 800.0000 VND.",legitimate
14646,"Thông báo: Bạn có một gói quà tặng từ Citus. Nhận ngay tại http://secure79.top.",scam
14647,"Vay tiền nhanh không cần thẩm định, giải ngân 15 phút. Lãi suất 0%. Đăng ký: http://vaynhanh24.xyz.",scam
14648,"Thông báo: Bạn có một gói quà tặng từ Viettel Money. Nhận ngay tại http://vaynhanh20.online trước khi hết hạn.",scam
14649,"Saigonbank: Bạn vừa nhận được 3500.000 VND từ Đức. Số dư mới: 3500.0000 VND.",legitimate
14650,"K..K. :) Xin chúc mừng ..",legitimate
14651,"Mã OTP của bạn là 967002. Vui lòng không chia sẻ mã này cho bất kỳ ai.",legitimate
14652,"Tổng thống Donald Trump đã chỉ đạo Lầu Năm Góc giảm mạnh số binh sĩ Mỹ đóng quân tại Đức, nơi mà sự hiện diện lớn lực lượng quân sự Mỹ từng là biểu tượng cho cam kết của Washington trong việc bảo vệ các đồng minh Châu Âu. Động thái này khiến mối quan hệ giữa 2 nước đồng minh thêm căng thẳng.",legitimate
14653,"Khoảng 16h ngày 26/3, lực lượng Cảnh sát PCCC đã khống chế được đám cháy ở Nhà thờ Cồn Dầu (phường Hòa Xuân, quận Cẩm Lệ, TP. Đà Nẵng).",legitimate
14654,"(TB) VinaPhone tặng Quý khách quyền lợi TẶNG NGAY 
DATA, CHƠI GAME CỰC ĐÃ khi đăng ký gói BCL5: 
+ Có ngay 200MB Data tốc độ cao sử dụng trong [TIME] (hết dung lượng tính cước theo quy định). 
+ Miễn phí 100% các tựa game hàng đầu tại kho game của dịch vụ Clubgame tại https://vplay.vn . 
Soạn BCL5 gửi 888 ngay kẻo lỡ. Cước: [MONEY]/[TIME]. CSKH: [NUMBER] ([MONEY]).",legitimate
14655,"GDP quý I tăng 3,82%, các quý tiếp theo, kịch bản thế nào?",legitimate
14656,"Đến xung quanh & lt; thập phân & gt;",legitimate
14657,"OceanBank: Giao dịch rút tiền 3900.000 VND thành công. Số dư hiện tại: 3900.0000 VND.",legitimate
14658,"Một cậu bé đã đến cuối 2 nhà.",legitimate
14659,"Cảnh báo bảo mật: Tài khoản Nam A Bank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vcb72.xyz.",scam
14660,"Đến cả nửa tháng 4 đi tránh dịch ở quê mà tiền điện vẫn tăng? Why?

Nghe bảo nếu sửa theo 5 bậc thay bằng 6 bậc sẽ còn tăng thêm nếu nhà nào dùng điện khoảng trên 700kW/tháng, có phải ko các bác?:(",legitimate
14661,"GPBank: Bạn vừa nhận được 100.000 VND từ Phước. Số dư mới: 100.0000 VND.",legitimate
14662,"Vâng hy vọng, nếu Tyler không thể làm điều đó, tôi có thể hỏi xung quanh một chút",legitimate
14663,"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản ACB của bạn tại http://support31.cc để tránh bị khóa.",scam
14664,"Thêm nghi vấn virus Corona mới xuất phát từ một phòng thí nghiệm ở Vũ Hán. Xin nói ngay đây là tựa đề bài được đăng trên báo thanh niên, một cơ quan ngôn luận chính thống về truyền thông, nên cũng muốn bàn thêm về bài báo hôm trước của TQ được đăng trên Lancet mà tôi có dịp nói qua. Khác với Letter của BV Chợ Rẫy đăng trên NEJM đây là bài research article được đăng trên Lancet danh giá, niềm mơ ước của những ai làm NCKH về credits. Bài báo ngay rốn dịch, nhưng đăng chậm hơn... cả cảnh báo của Chợ Rẫy. Họ không báo cáo nhanh mà đủ bình tĩnh để nghiên cứu khá tỉ mỉ đến độ receptor binding, làm tiền đề cho sản xuất thuốc. Vì thế có thể nói họ hiểu rất tường tận về virus này, thêm 2 thông tin khó lý giải nữa, đó là: 1. Theo bài báo thông tin các bệnh nhân nhập viện 12/2019 nghĩa là rất gần đây nhưng ngày nhập viện của 9 bn tác giả bài báo họ chỉ tiết lộ 2 còn 7 ghi ko xác định, điều này là khó chấp nhận và cho thấy cỡ Lancet mà cũng khá dễ dãi trong bình duyệt. 2. Trong lúc dầu sôi lửa bỏng thế mà họ đệ đơn xin được kinh phí của một loạt tổ chức nhà nước để tài trợ cho công trình nghiên cứu rồi mới bắt tay làm kể cũng lạ. P/s: xin được thỉnh giáo thêm các anh em làm NCKH! Đa tạ! Xem thêm",fake_news
14665,"Yup, không cần.",legitimate
14666,"🌐 GẦN 5 TRIỆU RƯỠI NGƯỜI MẮC COVID-19 TRÊN TOÀN CẦU

🇺🇸 Ngày 24/5, Nhà Trắng thông báo đã quyết định cấm nhập cảnh vào Mỹ với hầu hết công dân nước ngoài từng ở Brazil 2 tuần gần nhất.

🇮🇳 Ngày 24/5 ghi nhận số ca nhiễm cao nhất kể từ khi dịch bùng phát tại Ấn Độ - quốc gia đông dân thứ 2 thế giới, với 7.113 trường hợp nhiễm.

🇦🇷 Tổng thống Argentina đã ký sắc lệnh kéo dài biện pháp cách ly xã hội bắt buộc tới ngày 7/6 sau khi ghi nhận sự gia tăng đột biến số ca mắc COVID-19 mới những ngày qua.

Trong giai đoạn giãn cách mới, lực lượng chức năng sẽ tăng cường kiểm soát tại nhiều điểm chốt và chỉ những người làm việc trong những lĩnh vực dịch vụ cơ bản được sử dụng phương tiện công cộng ở khu vực thủ đô Buenos Aires và các vùng đô thị lân cận.

Trẻ em được phép ra đường giải trí ở các công viên gần nhà trong thời gian 1 giờ vào cuối tuần với sự giám sát của người lớn.

🇬🇧 Nhiều giáo viên đã bày tỏ lo lắng việc mở cửa lại trường học trong bối cảnh Anh vẫn đang ở giáp ranh giữa cuối cấp độ 4 và đầu cấp độ 3 về mức độ nguy hiểm của COVID-19 (cấp độ 5 là nguy hiểm nhất và cấp độ 1 là nhẹ nhất).

Thủ tướng Boris Johnson cho biết, ông hiểu nỗi băn khoăn này, việc đi học trở lại từ tháng 6 cho tất cả các khối là không thể, nhưng cho rằng, việc mở cửa lại trường học là một phần rất quan trọng của giai đoạn đối phó tiếp theo của Chính phủ đối với đại dịch, bởi đi học có ý nghĩa quan trọng đối với an sinh, sức khỏe và tương lai của trẻ em và công bằng xã hội.

🌍 Đại dịch tiếp tục diễn biến phức tạp tại khu vực Trung Đông trong ngày 24/5, với số ca mắc mới trong ngày và tử vong đều ở mức cao.

🇮🇩 Dịch COVID-19 đã lan khắp tất cả 34 tỉnh thành của Indonesia.",legitimate
14667,"Cảnh báo bảo mật: Tài khoản SHB của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://secure95-bank.net.",scam
14668,"Bạn đã có một ngày tốt lành?",legitimate
14669,"Bạn ổn chứ.",legitimate
14670,"NHIỆM VỤ RẤT KHÓ KHĂN!

💉 🔬 ⚗ Sáng nay (29/4), Phó Thủ tướng Vũ Đức Đam đã chủ trì cuộc họp cùng lãnh đạo Bộ Y tế , Bộ Khoa học và Công nghệ (KHCN), Viện Hàn lâm KHCN Việt Nam, một số đơn vị nghiên cứu.

Ngay từ những ngày đầu có dịch COVID-19, các đơn vị nghiên cứu, các nhà khoa học khẩn trương nghiên cứu, phân lập, nuôi cấy virus, sản xuất được sinh phẩm xét nghiệm, từng bước hoàn chỉnh phác đồ điều trị,... phục vụ có hiệu quả công tác phòng, chống dịch ở nước ta thời gian qua.

Các đại biểu cũng thảo luận về kết quả nghiên cứu về virus, sinh phẩm xét nghiệm và hướng nghiên cứu, sản xuất vaccine phòng COVID-19 trên thế giới. Việc nghiên cứu, sản xuất vaccine là nhiệm vụ đòi hỏi sự phối hợp của các đơn vị nghiên cứu khoa học ở các ngành khác nhau.

Sau khi nghe các đơn vị báo cáo và thảo luận, Phó Thủ tướng giao Bộ KHCN chủ trì phối hợp Bộ Y tế, Viện Hàn lâm KHCN Việt Nam và các cơ quan liên quan tổ chức nghiên cứu, sản xuất vaccine phòng, chống dịch COVID-19

Các nhà khoa học tham dự cuộc họp cho biết đây là nhiệm vụ rất khó khăn. Tuy nhiên, chúng ta đã có những thành quả nghiên cứu trước đó như phân lập được virus, sản xuất thành công sinh phẩm xét nghiệm,… do vậy, các nhà khoa học bày tỏ tin tưởng dưới sự điều phối, chỉ đạo của Bộ KHCN, thì chúng ta sẽ có những hướng nghiên cứu khả quan trong thời gian tới.

---
📸 Ảnh minh họa",legitimate
14671,"Cảnh báo bảo mật: Tài khoản PVcomBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vcb56.top để bảo vệ tài khoản của bạn.",scam
14672,"Chúc mừng thuê bao quý khách đã trúng thưởng Voucher Tiki 500.000 VND. Truy cập http://verify85.club để nhận thưởng ngay.",scam
14673,"Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://verify70-bank.net.",scam
14674,"Cuộc họp nhóm sẽ diễn ra vào lúc 10h tại phòng họp C352. Vui lòng đến đúng giờ.",legitimate
14675,"SeABank: Quý khách vừa nhận được 2900.000 VND từ Vân. Số dư mới: 2900.0000 VND.",legitimate
14676,"Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản Sacombank của bạn. Vui lòng xác minh tại http://nhanthuong35.online để tránh bị khóa và bảo vệ tài sản của bạn.",scam
14677,"(CSKH) Nắng hè gọi xe – Có Green SM đưa đón! VinaPhone Plus mời Quý Hội viên đổi điểm nhận ngay ưu đãi giảm đến [MONEY]/chuyến xe Green SM tại https://my.vnpt.com.vn/adv/xanhSM . Chương trình áp dụng từ nay đến [DATE]. CSKH: [NUMBER] ([MONEY]). Trân trọng!",legitimate
14678,"Mã OTP của bạn là 570288. Vui lòng giữ bí mật mã này để bảo vệ tài khoản của bạn.",legitimate
14679,"Tài khoản Nam A Bank của bạn bị tạm khóa. Vui lòng đăng nhập tại http://verify13-secure.org để xác thực.",scam
14680,"Ngay cả cấp chính quyền địa phương, lực lượng công an xã cũng ngỡ ngàng trước việc chị Ngân bị tuyên án tù giam",legitimate
14681,"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản SHB của bạn tại http://support94.club để tránh bị khóa.",scam
14682,"ABBank: Giao dịch rút tiền 2700.000 VND thành công. Số dư hiện tại: 2700.0000 VND.",legitimate
14683,"Bạn đã thắng lớn trong chương trình khuyến mãi của SCB, nhận ngay Xe Air Blade tại http://tcb74-verify.com.",scam
14684,"Phát hiện giao dịch bất thường tại tài khoản Nam A Bank số tiền 3600.000 VND. ủy giao dịch tại http://secure60.club.",scam
14685,"Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản BIDV của bạn. Vui lòng xác minh tại http://tcb55.top để tránh bị khóa.",scam
14686,"Bạn có một gói quà tặng từ Giao Hang Nhanh, nhận ngay tại http://verify29.online. Đừng bỏ lỡ cơ hội này!",scam
14687,"Tôi luôn tìm kiếm một cái cớ để ở trong thành phố.",legitimate
14688,"Chúc mừng bạn đã trúng thưởng 10.000.000. Vui lòng truy cập http://support24.club để nhận giải thưởng.",scam
14689,"Bạn có một gói quà tặng từ Lazada, nhận ngay tại http://support70.cc.",scam
14690,"Chúc mừng thuê bao quý khách đã trúng thưởng Samsung Galaxy S23. Truy cập http://verify82-secure.org để nhận thưởng ngay.",scam
14691,"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://secure75.info để biết thêm chi tiết và nhận khoản vay.",scam
14692,"Bạn đã có một phụ huynh bong tróc.",legitimate
14693,"Bạn có một gói quà tặng từ DHL, nhận ngay tại http://nhanthuong17-verify.com. Đừng bỏ lỡ cơ hội này!",scam
14694,"Chúc mừng bạn đã trúng thưởng Ipad Pro từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://secure12-secure.org để nhận giải thưởng.",scam
14695,"Trước sự ""kết tội"" thiếu lý trí ngày hôm qua của ông phó chánh án Nguyễn Trí Tuệ đối với 3 đại biểu quốc hội, Đại biểu Lê Thanh Vân tiếp tục lên tiếng. Đại biểu Quốc hội không đề cập đến oan sai mà chỉ bảo vệ tính nghiêm minh của pháp luật. Các cơ quan pháp luật phải nghiêm cẩn, đừng bảo thủ, bao che sai phạm. Ông Lê Thanh Vân cho rằng quá trình tố tụng có nhiều vấn đề và với vai trò của mình ông đã báo cáo kiến nghị trực tiếp Chủ tịch Quốc hội xem xét.",legitimate
14696,"Chúc ngủ ngon, ngủ ngon, xin vui lòng chăm sóc pa.",legitimate
14697,"Xin chào, chồng của nó ở các cuộc họp cả ngày thứ Sáu và tôi sẽ b một mình tại khách sạn u fancy cumin hơn?",spam
14698,"Trong số 7 bị cáo chống án, Bùi Văn Công (45 tuổi) cùng Phạm Văn Nhiệm (44 tuổi) và Vương Văn Hùng (36 tuổi), ba trong số 6 kẻ bị kết án tử hình, kháng cáo kêu oan việc bắt giữ, sát hại nữ sinh giao gà.",legitimate
14699,"Tôi nghĩ tất cả vẫn còn trong xe của tôi",legitimate
14700,"(TB) Nạp thẻ hôm nay - Ưu đãi liền tay!
VinaPhone dành riêng cho Quý khách: tặng 20% giá trị thẻ nạp duy nhất ngày HÔM NAY [DATE]. (khuyến mại được sử dụng để gọi/nhắn tin trong 15 ngày).
Thêm ưu đãi hấp dẫn khi nạp tại https://my.vnpt.com.vn/adv/napthe . 
CSKH: [NUMBER] ([MONEY]). 
VinaPhone - Mạng 5G tốt nhất Việt Nam và Đông Nam Á!",legitimate
14701,"Tôi biết bạn tâm trạng ngày hôm nay",legitimate
14702,"Có lẽ?!",legitimate
